citing_publisher,citing_year,citing_name,citing_name
WPA,1/1/2016,Cedric D. Burrows,4
WPA,1/1/2016,Elizabeth A. Monske,4
WPA,1/1/2016,Staci M. Perryman-Clark,4
WPA,1/1/2016,T J Geiger II,4
WPA,1/1/2017,Alexis Teagarden,72
WPA,1/1/2017,Diane Kelly-Riley,66
WPA,1/1/2017,Shelley Reid,46
WPA,1/1/2017,Bradley Queen,37
WPA,1/1/2017,Sushil K. Oswal,33
WPA,1/1/2017,Steven J. Corbett,31
WPA,1/1/2017,Genevieve Garda de Mueller,29
WPA,1/1/2017,Amy A. Lannin,27
WPA,1/1/2017,Jane Greer,23
WPA,1/1/2017,Bethany Davila,22
WPA,1/1/2017,Laura R. Micciche,22
WPA,1/1/2017,Anna V. Knutson,21
WPA,1/1/2017,Elizabeth Saur,18
WPA,1/1/2017,Casie J. Fedukovich,17
WPA,1/1/2017,Laura J. Davies,16
WPA,1/1/2017,Melissa Nicolas,13
WPA,1/1/2017,Jonathan Alexander,12
WPA,1/1/2017,Kelly A. Shea,12
WPA,1/1/2017,Alice Horning,11
WPA,1/1/2017,Brenta Blevins,11
WPA,1/1/2017,Neil Baird,10
WPA,1/1/2017,Elisabeth L. Miller,8
WPA,1/1/2017,Kelly A. Whitney,8
WPA,1/1/2017,Ella R. Browning,7
WPA,1/1/2017,Peggy O ’Neill,7
WPA,1/1/2017,Annika Konrad,2
WPA,1/1/2017,Lisa Meloncon,1
WPA,1/1/2017,Michael Carlozzi,1
WPA,1/1/2018,Kelly Ritter,34
WPA,1/1/2018,Jim Nugent,25
WPA,1/1/2018,Christina Saidy,24
WPA,1/1/2018,Ed Jones,19
WPA,1/1/2018,Jenna Morton-Aiken,17
WPA,1/1/2018,Tony Scott,12
WPA,1/1/2018,E. Shelley Reid,11
WPA,1/1/2018,Nancy Welch,9
WPA,1/1/2018,Daveena Tauber,5
WPA,1/1/2018,Lyn G. Brown,5
WPA,1/1/2018,Jacob Babb,1
Writing Center Journal,1/1/2013,Isabelle Thompson,44
Writing Center Journal,1/1/2013,Kara Northway,37
Writing Center Journal,1/1/2013,Harry Denny,32
Writing Center Journal,1/1/2013,Rita Malenczyk,31
Writing Center Journal,1/1/2013,Anne Ellen Geller,2
Writing Center Journal,1/1/2013,Sipai Klein,2
Writing Center Journal,1/1/2013,"Alfred E. Guy, Jr.",1
Writing Center Journal,1/1/2014,Neal Lerner,43
Writing Center Journal,1/1/2014,Lauren Fitzgerald,34
Writing Center Journal,1/1/2014,John Nordlof,31
Writing Center Journal,1/1/2014,Lori Salem,28
Writing Center Journal,1/1/2014,Stacy Nall,26
Writing Center Journal,1/1/2014,Isabelle Thompson,21
Writing Center Journal,1/1/2014,Sue Dinitz,17
Writing Center Journal,1/1/2014,Beth Godbee,13
Writing Center Journal,1/1/2014,Sherry Wynn Perdue,12
Writing Center Journal,1/1/2014,Sarah Liggett,10
Writing Center Journal,1/1/2014,Daniel Sanford,9
Writing Center Journal,1/1/2015,Beth Godbee,94
Writing Center Journal,1/1/2015,Bonnie Devet,64
Writing Center Journal,1/1/2015,Lisa Zimmerelli,43
Writing Center Journal,1/1/2015,Sarah Blazer,40
Writing Center Journal,1/1/2015,Carol Severino,38
Writing Center Journal,1/1/2015,Roberta D. Kjesrud,32
Writing Center Journal,1/1/2015,Dana L. Driscoll,22
Writing Center Journal,1/1/2015,Georganne Nordstrom,18
Writing Center Journal,1/1/2015,Karen S. Rowan,11
Writing Center Journal,1/1/2015,Holly Ryan,10
Writing Center Journal,1/1/2015,Elizabeth Boquet,9
Writing Center Journal,1/1/2015,Nathalie Singh-Corcoran,9
Writing Center Journal,1/1/2015,Rebecca Damron,4
Writing Center Journal,1/1/2015,Terese Thonus,2
Writing Center Journal,1/1/2015,Moira Ozias,1
Writing Center Journal,1/1/2015,Shih-Ni Prim,1
Writing Center Journal,1/1/2016,Isabelle Thompson,46
Writing Center Journal,1/1/2016,Sarah Summers,36
Writing Center Journal,1/1/2016,Carol Severino,28
Writing Center Journal,1/1/2016,Heather N. Hill,27
Writing Center Journal,1/1/2016,Keshav Jagannathan,26
Writing Center Journal,1/1/2016,Lori Salem,26
Writing Center Journal,1/1/2016,Ervin Christopher,25
Writing Center Journal,1/1/2016,Michael Rifenburg,22
Writing Center Journal,1/1/2016,Jaclyn Wells,21
Writing Center Journal,1/1/2016,Kristina Reardon,17
Writing Center Journal,1/1/2016,Rebecca Block,15
Writing Center Journal,1/1/2016,Ben Rafoth,7
Writing Center Journal,1/1/2016,Bradley Hughes,5
Writing Center Journal,1/1/2016,Beth A. Towle,3
Writing Center Journal,1/1/2017,Ellen C. Carillo,46
Writing Center Journal,1/1/2017,Kathryn Valentine,38
Writing Center Journal,1/1/2017,Neal Lerner,28
Writing Center Journal,1/1/2017,Sherry Wynn Perdue,25
Writing Center Journal,1/1/2017,Kathryn Denton,24
Writing Center Journal,1/1/2017,Cristyn L. Elder,23
Writing Center Journal,1/1/2017,Sohui Lee,23
Writing Center Journal,1/1/2017,Yelin Zhao,22
Writing Center Journal,1/1/2017,Dagmar Scharold,12
Writing Center Journal,1/1/2017,Kyle Oddis,7
Writing Center Journal,1/1/2017,Stacy Kastner,6
Writing Center Journal,1/1/2017,Natasha Tinsley,5
Writing Center Journal,1/1/2017,Anna Sicari,4
Writing Center Journal,1/1/2017,Andrew Petrykowski,2
Writing Center Journal,1/1/2018,Melody Denny,43
Writing Center Journal,1/1/2018,Megan Hicks,28
Writing Center Journal,1/1/2018,Lori Salem,27
Writing Center Journal,1/1/2018,Mary Lou Odom,13
Writing Center Journal,1/1/2018,Neisha-Anne Green,7
Writing Center Journal,1/1/2018,John Nordlof,5
Writing Center Journal,1/1/2018,Erin Zimmerman,4
Writing Center Journal,1/1/2018,Jill Gladstein,3
